datetime,power,oat
9/3/08 16:15,310.08,95.585
9/3/08 16:30,305.76,95.054
9/3/08 16:45,292.8,94.523
9/3/08 17:00,287.04,93.992
9/3/08 17:15,278.4,93.0875
9/3/08 17:30,191.04,92.183
9/3/08 17:45,211.2,91.2785
9/3/08 18:00,200.16,90.374
9/3/08 18:15,191.04,89.24
9/3/08 18:30,152.64,88.106
9/3/08 18:45,159.84,86.972
9/3/08 19:00,129.12,85.838
9/3/08 19:15,125.76,84.947
9/3/08 19:30,86.88,84.056
9/3/08 19:45,70.56,83.165
9/3/08 20:00,71.04,82.274
9/3/08 20:15,67.2,81.617
9/3/08 20:30,70.56,80.96
9/3/08 20:45,74.88,80.303
9/3/08 21:00,74.88,79.646
9/3/08 21:15,73.44,79.043
9/3/08 21:30,72,78.44
9/3/08 21:45,71.52,77.837
9/3/08 22:00,70.56,77.234
9/3/08 22:15,68.16,76.757
9/3/08 22:30,67.68,76.28
9/3/08 22:45,70.08,75.803
9/3/08 23:00,78.24,75.326
9/3/08 23:15,72.48,75.0695
9/3/08 23:30,69.12,74.813
9/3/08 23:45,70.08,74.5565
